Nome;Partido;Estado;Codigo;CD01O091O008804;CD01O091O008805;CD01O091O008806;CD01O091O008807;CD01O091O008808;CD01O092E008810;CD01O092E008811;CD01O092E008812;CD01O092E008813;CD01O094O008814;CD01O094O008815;CD01O094O008817;CD01O094O008818;CD01O100O008819;CD01O109O008822;CD01O109O008823;CD01O109O008824;CD01O109O008826;CD01O110E008832;CD01O111E008835;CD01O114E008846;CD01O122O008858;CD01O122O008859;CD01O123E008860;CD01O123E008861;CD01O123E008863;CD01O123E008864;CD01O123E008865;CD01O124E008866;CD01O124E008867;CD01O124E008868;CD01O124E008869;CD01O124E008870;CD01O124E008871;CD01O124E008872;CD01O124E008873;CD01O127E008874;CD01O127E008875;CD01O127E008876;CD01O127E008877;CD01O127E008878;CD01O127E008879;CD01O127E008880;CD01O127E008881;CD01O127E008883;CD01O127E008891;CD01O128E008893;CD01O128E008894;CD01O128E008895;Lado;tsne-1d-one;tsne-2d-two
JESUS SÉRGIO;PDT;Acre;52;Abstenção;Não Votou;Não Votou;Não Votou;Abstenção;Não Votou;Não Votou;Não Votou;Não Votou;Abstenção;Abstenção;Não Votou;Sim;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;MINORIA;-14.759006;11.516291
ALAN RICK;DEM;Acre;53;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;GOVERNO;10.356038;-5.7897882
FLAVIANO MELO;MDB;Acre;54;Não Votou;Não;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;9.2283325;-10.562777
MANUEL MARCOS;PRB;Acre;55;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;9.711002;-20.556128
JÉSSICA SALES;MDB;Acre;56;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;GOVERNO;9.765439;-2.6183705
MARA ROCHA;PSDB;Acre;57;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Sim;Sim;GOVERNO;13.842383;-6.78919
PERPÉTUA ALMEIDA;PCdoB;Acre;58;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Obstrução;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não;Sim;Sim;Sim;OPOSIÇÃO;-20.826029;16.66178
DRA. VANDA MILANI;Solidariedade;Acre;59;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não Votou;Não;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;8.709809;-9.043015
CARLOS HENRIQUE GAGUIM;DEM;Tocantins;60;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;6.3393188;-18.612986
DULCE MIRANDA;MDB;Tocantins;61;Não Votou;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não Votou;Não;Não;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;GOVERNO;9.360139;-1.6829747
CÉLIO MOURA;PT;Tocantins;62;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;OPOSIÇÃO;-17.579683;16.221842
ELI BORGES;Solidariedade;Tocantins;63;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não;Sim;Sim;MINORIA;14.01448;-6.7544065
OSIRES DAMASO;PSC;Tocantins;64;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;GOVERNO;9.810363;-2.5199063
TIAGO DIMAS;Solidariedade;Tocantins;65;Não Votou;Não;Sim;Não Votou;Não;Não Votou;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não Votou;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;7.7286706;-7.327893
VICENTINHO JÚNIOR;PR;Tocantins;66;Não;Não;Sim;Não Votou;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-2.7481349;13.123085
PROFESSORA DORINHA SEABRA REZEN;DEM;Tocantins;67;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não Votou;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não;Não Votou;Sim;Sim;Sim;GOVERNO;1.105438;8.114698
ALUISIO MENDES;Podemos;Maranhão;68;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;MINORIA;-0.24781391;10.061282
CLEBER VERDE;PRB;Maranhão;70;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não;Não Votou;Sim;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-5.83939;-4.709307
BIRA DO PINDARÉ;PSB;Maranhão;71;Obstrução;Abstenção;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Abstenção;Sim;Sim;Obstrução;Obstrução;Obstrução;Sim;Não;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;OPOSIÇÃO;-19.00207;17.349266
ANDRÉ FUFUCA;PP;Maranhão;72;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-5.1318264;8.580055
EDILÁZIO JÚNIOR;PSD;Maranhão;73;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Abstenção;Não;GOVERNO;12.253987;-19.686504
HILDO ROCHA;MDB;Maranhão;74;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-0.4134707;6.075674
EDUARDO BRAIDE;PMN;Maranhão;75;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Obstrução;Obstrução;Não;Sim;Não;Sim;Obstrução;Sim;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;GOVERNO;-3.597161;25.391777
JOÃO MARCELO SOUZA;MDB;Maranhão;76;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Sim;GOVERNO;10.66133;-2.1520526
GIL CUTRIM;PDT;Maranhão;77;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Obstrução;Obstrução;Não;Não Votou;Sim;Não;Não;Não;Obstrução;Não Votou;Não Votou;Não;Obstrução;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-11.406732;13.385581
JOSIMAR MARANHÃOZINHO;PR;Maranhão;78;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;7.7615275;-10.07243
JUSCELINO FILHO;DEM;Maranhão;79;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Não;Não;Sim;Sim;GOVERNO;0.12971456;8.028291
JUNIOR LOURENÇO;PR;Maranhão;80;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;7.573344;-9.7623825
MÁRCIO JERRY;PCdoB;Maranhão;82;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não;Não;Sim;Sim;Sim;OPOSIÇÃO;-18.796555;17.098724
MARRECA FILHO;Patriota;Maranhão;83;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;7.0167704;-8.361814
PASTOR GILDENEMYR;PMN;Maranhão;84;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;GOVERNO;6.3242183;-10.95625
PEDRO LUCAS FERNANDES;PTB;Maranhão;85;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;GOVERNO;8.909711;-4.6985435
ZÉ CARLOS;PT;Maranhão;86;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Sim;OPOSIÇÃO;-16.841532;16.038668
AJ ALBUQUERQUE;PP;Ceará;87;Não Votou;Não;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não;Não;Não;Sim;Sim;Sim;GOVERNO;-1.7784562;-3.37764
CAPITÃO WAGNER;PROS;Ceará;88;Não;Não;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Não;MINORIA;12.815279;-9.92385
ANDRÉ FIGUEIREDO;PDT;Ceará;89;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não;Sim;Sim;Sim;MINORIA;-15.046112;12.40514
CÉLIO STUDART;PV;Ceará;90;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Obstrução;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não;Obstrução;Não;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não Votou;Não;Não;Sim;Sim;Sim;MINORIA;-8.180612;26.162073
DENIS BEZERRA;PSB;Ceará;91;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;OPOSIÇÃO;-19.536438;18.386955
DR. JAZIEL;PR;Ceará;92;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;Não;Não;Não;Não;Não;Não;Não Votou;Abstenção;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não;Não;GOVERNO;21.389816;-13.197365
EDUARDO BISMARCK;PDT;Ceará;93;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não;Obstrução;Obstrução;Sim;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não;Não;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Não;Não;Sim;Sim;Sim;MINORIA;-17.167305;19.40436
HEITOR FREIRE;PSL;Ceará;94;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;19.496859;-13.498594
IDILVAN ALENCAR;PDT;Ceará;95;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Sim;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Sim;MINORIA;-17.355993;18.043083
LEÔNIDAS CRISTINO;PDT;Ceará;96;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-13.550463;6.1638627
DOMINGOS NETO;PSD;Ceará;97;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;-0.31255037;12.023535
LUIZIANNE LINS;PT;Ceará;98;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;OPOSIÇÃO;-13.140172;12.413227
GENECIAS NORONHA;Solidariedade;Ceará;99;Não;Não;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;Não;Sim;Sim;Não Votou;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;2.5234957;-6.9022875
JÚNIOR MANO;PR;Ceará;100;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Não;Não;GOVERNO;-3.6276183;-12.797889
JOSÉ AIRTON CIRILO;PT;Ceará;101;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Não;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;OPOSIÇÃO;-18.072342;16.316223
MAURO BENEVIDES FILHO;PDT;Ceará;102;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não;Não;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;MINORIA;-14.249506;14.2056675
JOSÉ GUIMARÃES;PT;Ceará;103;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não;Não;Não;Não;Não;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;OPOSIÇÃO;-12.316752;-7.363408
