Nome;Partido;Estado;Codigo;CC01O010E008955;CD01O185E008959;CD01O185E008960;CD01O187E008961;CD01O187E008962;CD01O187E008963;CD01O187E008964;CD01O187E008965;CD01O188E008966;CD01O188E008967;CD01O188E008968;CD01O189E008969;CD01O189E008970;CD01O189E008971;CD01O189E008972;CD01O191E008973;CD01O191E008974;CD01O191E008975;CD01O192E008976;CD01O192E008977;CD01O192E008978;CD01O192E008979;CD01O194E008980;CD01O194E008981;CD01O194E008982;CD01O194E008983;CD01O195E008984;CD01O195E008985;CD01O195E008986;CD01O195E008988;CD01O196E008989;CD01O196E008990;CD01O196E008991;CD01O196E008992;CD01O196E008993;Lado;tsne-1d-one;tsne-2d-two
HELIO LOPES;PSL;Rio de Janeiro;303;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;8.09717;17.037237
GLAUBER BRAGA;PSOL;Rio de Janeiro;304;Obstrução;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;25.330072;13.970502
JANDIRA FEGHALI;PCdoB;Rio de Janeiro;305;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;OPOSIÇÃO;-35.508705;-11.427441
HUGO LEAL;PSD;Rio de Janeiro;306;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-33.30897;-15.158527
JUNINHO DO PNEU;DEM;Rio de Janeiro;308;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;GOVERNO;8.548979;-2.0291018
LOURIVAL GOMES;PSL;Rio de Janeiro;309;Sim;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;16.516758;8.106541
LUIZ ANTÔNIO CORRÊA;S.Part.;Rio de Janeiro;310;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;11.694214;16.710829
LUIZ LIMA;PSL;Rio de Janeiro;311;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Abstenção;Sim;GOVERNO;14.763441;11.1259
MAJOR FABIANA;PSL;Rio de Janeiro;312;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Abstenção;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;31.454103;13.615675
MARCELO CALERO;CIDADANIA;Rio de Janeiro;313;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;17.960846;18.02166
PEDRO PAULO;DEM;Rio de Janeiro;314;Não Votou;Não;Não Votou;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-7.2124476;-8.796378
MARCELO FREIXO;PSOL;Rio de Janeiro;315;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;17.733252;0.8848198
MÁRCIO LABRE;PSL;Rio de Janeiro;316;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;GOVERNO;-37.32981;-12.254849
OTONI DE PAULA;PSC;Rio de Janeiro;317;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;13.678914;8.255549
PAULO GANIME;NOVO;Rio de Janeiro;318;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não Votou;GOVERNO;2.5121477;4.8853297
PAULO RAMOS;PDT;Rio de Janeiro;319;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;MINORIA;31.386314;12.782774
PROFESSOR JOZIEL;PSL;Rio de Janeiro;320;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;GOVERNO;-21.140377;-17.498297
GURGEL;PSL;Rio de Janeiro;321;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;12.034605;7.402564
RODRIGO MAIA;DEM;Rio de Janeiro;322;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;13.781045;15.511479
TALÍRIA PETRONE;PSOL;Rio de Janeiro;323;Obstrução;Não Votou;Art.;Art.;Não Votou;Não Votou;Não Votou;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Sim;Art.;Art.;Sim;Sim;Sim;Art.;Sim;Art.;Art.;Art.;Art.;Sim;Art.;Art.;Sim;Sim;Art.;Art.;OPOSIÇÃO;-8.089079;-12.606897
VINICIUS FARAH;MDB;Rio de Janeiro;324;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Não Votou;Não Votou;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-34.912903;-10.312579
ROSANGELA GOMES;PRB;Rio de Janeiro;325;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;-8.487453;8.120511
WLADIMIR GAROTINHO;PSD;Rio de Janeiro;327;Sim;Sim;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;18.923609;1.2911664
SORAYA SANTOS;PL;Rio de Janeiro;328;Não Votou;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;8.065629;2.1016772
SÓSTENES CAVALCANTE;DEM;Rio de Janeiro;329;Não Votou;Não Votou;Não Votou;Não Votou;Art.;Art.;Art.;Não Votou;Não Votou;Não Votou;Não Votou;Art.;Não;Sim;Não Votou;Não;Sim;Sim;Art.;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Art.;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-0.8921282;-10.766251
RENATA ABREU;Podemos;São Paulo;330;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-10.887326;-6.7963204
ALEX MANENTE;CIDADANIA;São Paulo;331;Sim;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Sim;MINORIA;0.34710282;-11.937317
ABOU ANNI;PSL;São Paulo;332;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-8.348131;-10.208307
ADRIANA VENTURA;NOVO;São Paulo;333;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;20.191317;15.507151
ALEXANDRE LEITE;DEM;São Paulo;334;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;30.967371;12.955536
BRUNA FURLAN;PSDB;São Paulo;335;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;18.394003;20.765474
ARLINDO CHINAGLIA;PT;São Paulo;336;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-9.189599;-11.888138
ALENCAR SANTANA BRAGA;PT;São Paulo;337;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Sim;Sim;Não;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;OPOSIÇÃO;-33.53061;-10.733077
CARLOS SAMPAIO;PSDB;São Paulo;338;Não Votou;Não;Obstrução;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-35.367867;-9.199106
ARNALDO JARDIM;CIDADANIA;São Paulo;339;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não Votou;Não;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;MINORIA;18.673264;4.110057
ALEXANDRE FROTA;PSL;São Paulo;340;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-4.632247;6.992767
ALEXANDRE PADILHA;PT;São Paulo;341;Não;Sim;Não;Não;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;20.818825;16.169966
BALEIA ROSSI;MDB;São Paulo;342;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Não Votou;GOVERNO;-35.466564;-15.400843
ALEXIS FONTEYNE;NOVO;São Paulo;343;Não;Não Votou;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;15.44882;-1.2394556
GUILHERME DERRITE;PP;São Paulo;344;Sim;Sim;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;31.737755;12.353431
ELI CORRÊA FILHO;DEM;São Paulo;345;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;16.518295;14.707508
CAPITÃO AUGUSTO;PL;São Paulo;346;Sim;Não Votou;Não;Não;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;17.717323;6.936478
CELSO RUSSOMANNO;PRB;São Paulo;347;Não Votou;Sim;Não;Não;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;GOVERNO;7.4963436;-2.0991917
GUILHERME MUSSI;PP;São Paulo;348;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;9.728044;17.972506
JEFFERSON CAMPOS;PSB;São Paulo;349;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-5.011845;-3.1164453
CARLA ZAMBELLI;PSL;São Paulo;350;Sim;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;GOVERNO;-7.02944;1.2294682
CEZINHA DE MADUREIRA;PSD;São Paulo;351;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;27.582909;11.936486
EDUARDO BOLSONARO;PSL;São Paulo;352;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;14.355714;18.069546
EDUARDO CURY;PSDB;São Paulo;353;Não;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;21.489027;16.723034
CORONEL TADEU;PSL;São Paulo;354;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Abstenção;Não;Não;Sim;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;12.961823;16.47752
FAUSTO PINATO;PP;São Paulo;355;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;14.580271;14.669311
DAVID SOARES;DEM;São Paulo;356;Não;Não Votou;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;12.317963;1.1064049
ENRICO MISASI;PV;São Paulo;357;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;21.576189;18.430454
GENERAL PETERNELLI;PSL;São Paulo;358;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;-0.04413468;9.361858
IVAN VALENTE;PSOL;São Paulo;359;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;15.995737;19.628155
GILBERTO NASCIMENTO;PSC;São Paulo;360;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Não Votou;GOVERNO;-37.781696;-12.145648
GENINHO ZULIANI;DEM;São Paulo;361;Não Votou;Sim;Não;Não;Não Votou;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;9.485472;0.89050823
HERCULANO PASSOS;MDB;São Paulo;362;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;11.456961;19.509516
GUIGA PEIXOTO;PSL;São Paulo;363;Sim;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;GOVERNO;13.954064;7.1724963
JOICE HASSELMANN;PSL;São Paulo;364;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;26.217539;9.574676
JÚNIOR BOZZELLA;PSL;São Paulo;365;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;25.68316;12.720375
KIM KATAGUIRI;DEM;São Paulo;366;Sim;Abstenção;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;10.029941;15.021002
LUIZ CARLOS MOTTA;PL;São Paulo;367;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Não;Não;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;MINORIA;28.642027;13.4172735
LUIZ PHILIPPE DE ORLEANS E BRAG;PSL;São Paulo;368;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-10.906081;-6.1515574
MARCO BERTAIOLLI;PSD;São Paulo;369;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;27.267035;12.100919
MARCIO ALVINO;PL;São Paulo;370;Sim;Não;Não;Não Votou;Não;Sim;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;24.836811;0.5408542
LUIZA ERUNDINA;PSOL;São Paulo;371;Obstrução;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;10.802516;-6.2223086
PAULO PEREIRA DA SILVA;Solidariedade;São Paulo;372;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;MINORIA;-36.73627;-11.573105
MARCOS PEREIRA;PRB;São Paulo;373;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-11.050578;-11.181468
MARIA ROSAS;PRB;São Paulo;374;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Art.;Não;Sim;Não;Não;Art.;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;19.769619;2.6556437
MILTON VIEIRA;PRB;São Paulo;375;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;17.960588;18.02095
PAULO TEIXEIRA;PT;São Paulo;376;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;8.989523;3.1331754
POLICIAL KATIA SASTRE;PL;São Paulo;377;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;MINORIA;-37.10096;-14.903329
